Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/01  08:00:00,44734127.06664909,1676092509.278577 
 07/01  09:00:00,44734127.06664909,1676092509.278577 
 07/01  10:00:00,44734127.06664909,1676092509.278577 
 07/01  11:00:00,44734127.06664909,1676092509.278577 
 07/01  12:00:00,44734127.06664909,1676092509.278577 
 07/01  13:00:00,44734127.06664909,1676092509.278577 
 07/01  14:00:00,44734127.06664909,1676092509.278577 
 07/01  15:00:00,44734127.06664909,1676092509.278577 
 07/01  16:00:00,44734127.06664909,1676092509.278577 
 07/01  17:00:00,44734127.06664909,1676092509.278577 
 07/01  18:00:00,37981550.945836455,1597820222.889218 
 07/01  19:00:00,34682596.44833486,1597820222.889218 
 07/01  20:00:00,36814951.997326665,1597820222.889218 
 07/01  21:00:00,36464788.34797145,1597820222.889218 
 07/01  22:00:00,36464788.34797145,1597820222.889218 
 07/01  23:00:00,36464788.34797145,1597820222.889218 
 07/01  24:00:00,36464788.34797145,1688428882.4407706 
 07/02  01:00:00,36464788.34797145,1688428882.4407706 
 07/02  02:00:00,36464788.34797145,1688428882.4407706 
 07/02  03:00:00,36464788.34797145,1688428882.4407706 
 07/02  04:00:00,36464788.34797145,1688428882.4407706 
 07/02  05:00:00,37975250.63110626,1688428882.4407706 
 07/02  06:00:00,76526856.27443983,1792791930.9599159 
 07/02  07:00:00,268404762.39989462,1792791930.9599159 
 07/02  08:00:00,805214287.1996835,2376289039.3666096 
 07/02  09:00:00,805214287.1996835,2376289039.3666096 
 07/02  10:00:00,805214287.1996835,2376289039.3666096 
 07/02  11:00:00,805214287.1996835,2376289039.3666096 
 07/02  12:00:00,805214287.1996835,2259589617.6852703 
 07/02  13:00:00,805214287.1996835,2376289039.3666096 
 07/02  14:00:00,805214287.1996835,2376289039.3666096 
 07/02  15:00:00,805214287.1996835,2376289039.3666096 
 07/02  16:00:00,805214287.1996835,2376289039.3666096 
 07/02  17:00:00,447341270.6664911,1909491352.6412547 
 07/02  18:00:00,268404762.39989462,1792791930.9599159 
 07/02  19:00:00,272190846.76257026,1792791930.9599159 
 07/02  20:00:00,205195005.0315322,1792791930.9599159 
 07/02  21:00:00,208061441.6775136,1792791930.9599159 
 07/02  22:00:00,104030720.8387568,1792791930.9599159 
 07/02  23:00:00,52015360.4193784,1792791930.9599159 
 07/02  24:00:00,41707937.258317545,1688428882.4407706 
 07/03  01:00:00,36464788.34797145,1688428882.4407706 
 07/03  02:00:00,36464788.34797145,1688428882.4407706 
 07/03  03:00:00,36464788.34797145,1688428882.4407706 
 07/03  04:00:00,36464788.34797145,1688428882.4407706 
 07/03  05:00:00,37975250.63110626,1688428882.4407706 
 07/03  06:00:00,76526935.66720898,1792791930.9599159 
 07/03  07:00:00,268404762.39989462,1792791930.9599159 
 07/03  08:00:00,805214287.1996835,2376289039.3666096 
 07/03  09:00:00,805214287.1996835,2376289039.3666096 
 07/03  10:00:00,805214287.1996835,2376289039.3666096 
 07/03  11:00:00,805214287.1996835,2376289039.3666096 
 07/03  12:00:00,805214287.1996835,2259589617.6852703 
 07/03  13:00:00,805214287.1996835,2376289039.3666096 
 07/03  14:00:00,805214287.1996835,2376289039.3666096 
 07/03  15:00:00,805214287.1996835,2376289039.3666096 
 07/03  16:00:00,805214287.1996835,2376289039.3666096 
 07/03  17:00:00,447341270.6664911,1909491352.6412547 
 07/03  18:00:00,268404762.39989462,1792791930.9599159 
 07/03  19:00:00,271443346.87209034,1792791930.9599159 
 07/03  20:00:00,205653835.55532533,1792791930.9599159 
 07/03  21:00:00,208061441.6775136,1792791930.9599159 
 07/03  22:00:00,104030720.8387568,1792791930.9599159 
 07/03  23:00:00,52015360.4193784,1792791930.9599159 
 07/03  24:00:00,41707937.258317545,1597820222.889218 
 07/04  01:00:00,36464788.34797145,1597820222.889218 
 07/04  02:00:00,36464788.34797145,1597820222.889218 
 07/04  03:00:00,36464788.34797145,1597820222.889218 
 07/04  04:00:00,36464788.34797145,1597820222.889218 
 07/04  05:00:00,36464788.34797145,1597820222.889218 
 07/04  06:00:00,42632735.882950164,1676092509.278577 
 07/04  07:00:00,44734127.06664909,1676092509.278577 
 07/04  08:00:00,44734127.06664909,1676092509.278577 
 07/04  09:00:00,44734127.06664909,1676092509.278577 
 07/04  10:00:00,44734127.06664909,1676092509.278577 
 07/04  11:00:00,44734127.06664909,1676092509.278577 
 07/04  12:00:00,44734127.06664909,1676092509.278577 
 07/04  13:00:00,44734127.06664909,1676092509.278577 
 07/04  14:00:00,44734127.06664909,1676092509.278577 
 07/04  15:00:00,44734127.06664909,1676092509.278577 
 07/04  16:00:00,44734127.06664909,1676092509.278577 
 07/04  17:00:00,44734127.06664909,1676092509.278577 
 07/04  18:00:00,38371357.12069751,1597820222.889218 
 07/04  19:00:00,36669897.225932576,1597820222.889218 
 07/04  20:00:00,36464788.34797145,1597820222.889218 
 07/04  21:00:00,36464788.34797145,1597820222.889218 
 07/04  22:00:00,36464788.34797145,1597820222.889218 
 07/04  23:00:00,36464788.34797145,1597820222.889218 
 07/04  24:00:00,36464788.34797145,1688428882.4407706 
 07/05  01:00:00,36464788.34797145,1688428882.4407706 
 07/05  02:00:00,36464788.34797145,1688428882.4407706 
 07/05  03:00:00,36464788.34797145,1688428882.4407706 
 07/05  04:00:00,36464788.34797145,1688428882.4407706 
 07/05  05:00:00,37975250.63110626,1688428882.4407706 
 07/05  06:00:00,76527147.30008611,1792791930.9599159 
 07/05  07:00:00,268404762.39989462,1792791930.9599159 
 07/05  08:00:00,805214287.1996835,2376289039.3666096 
 07/05  09:00:00,805214287.1996835,2376289039.3666096 
 07/05  10:00:00,805214287.1996835,2376289039.3666096 
 07/05  11:00:00,805214287.1996835,2376289039.3666096 
 07/05  12:00:00,805214287.1996835,2259589617.6852703 
 07/05  13:00:00,805214287.1996835,2376289039.3666096 
 07/05  14:00:00,805214287.1996835,2376289039.3666096 
 07/05  15:00:00,805214287.1996835,2376289039.3666096 
 07/05  16:00:00,805214287.1996835,2376289039.3666096 
 07/05  17:00:00,447359884.270406,1909491352.6412547 
 07/05  18:00:00,270643686.76561296,1792791930.9599159 
 07/05  19:00:00,271322191.99404776,1792791930.9599159 
 07/05  20:00:00,204680223.04087773,1792791930.9599159 
 07/05  21:00:00,208061441.6775136,1792791930.9599159 
 07/05  22:00:00,104030720.8387568,1792791930.9599159 
 07/05  23:00:00,52015360.4193784,1792791930.9599159 
 07/05  24:00:00,41707937.258317545,1688428882.4407706 
 07/06  01:00:00,36464788.34797145,1688428882.4407706 
 07/06  02:00:00,36464788.34797145,1688428882.4407706 
 07/06  03:00:00,36464788.34797145,1688428882.4407706 
 07/06  04:00:00,36464788.34797145,1688428882.4407706 
 07/06  05:00:00,37975250.63110626,1688428882.4407706 
 07/06  06:00:00,76527031.43985723,1792791930.9599159 
 07/06  07:00:00,268404762.39989462,1792791930.9599159 
 07/06  08:00:00,805214287.1996835,2376289039.3666096 
 07/06  09:00:00,805214287.1996835,2376289039.3666096 
 07/06  10:00:00,805214287.1996835,2376289039.3666096 
 07/06  11:00:00,805214287.1996835,2376289039.3666096 
 07/06  12:00:00,805214287.1996835,2259589617.6852703 
 07/06  13:00:00,805214287.1996835,2376289039.3666096 
 07/06  14:00:00,805214287.1996835,2376289039.3666096 
 07/06  15:00:00,805214287.1996835,2376289039.3666096 
 07/06  16:00:00,805214287.1996835,2376289039.3666096 
 07/06  17:00:00,447341270.6664911,1909491352.6412547 
 07/06  18:00:00,268404762.39989462,1792791930.9599159 
 07/06  19:00:00,271502741.96338964,1792791930.9599159 
 07/06  20:00:00,205516280.68866783,1792791930.9599159 
 07/06  21:00:00,208061441.6775136,1792791930.9599159 
 07/06  22:00:00,104030720.8387568,1792791930.9599159 
 07/06  23:00:00,52015360.4193784,1792791930.9599159 
 07/06  24:00:00,41707937.258317545,1597820222.889218 
 07/07  01:00:00,36464788.34797145,1597820222.889218 
 07/07  02:00:00,36464788.34797145,1597820222.889218 
 07/07  03:00:00,36464788.34797145,1597820222.889218 
 07/07  04:00:00,36464788.34797145,1597820222.889218 
 07/07  05:00:00,36464788.34797145,1597820222.889218 
 07/07  06:00:00,76562326.5525916,1792791930.9599159 
 07/07  07:00:00,89468254.13329817,1792791930.9599159 
 07/07  08:00:00,268404762.39989462,1909491352.6412547 
 07/07  09:00:00,268404762.39989462,1909491352.6412547 
 07/07  10:00:00,268404762.39989462,1909491352.6412547 
 07/07  11:00:00,268404762.39989462,1909491352.6412547 
 07/07  12:00:00,134202381.19994731,1734442220.1192465 
 07/07  13:00:00,134202381.19994731,1734442220.1192465 
 07/07  14:00:00,134202381.19994731,1734442220.1192465 
 07/07  15:00:00,134202381.19994731,1734442220.1192465 
 07/07  16:00:00,134202381.19994731,1734442220.1192465 
 07/07  17:00:00,44734127.06664909,1676092509.278577 
 07/07  18:00:00,44734127.06664909,1676092509.278577 
 07/07  19:00:00,38607801.271204144,1597820222.889218 
 07/07  20:00:00,36754642.699823074,1597820222.889218 
 07/07  21:00:00,36464788.34797145,1597820222.889218 
 07/07  22:00:00,36464788.34797145,1597820222.889218 
 07/07  23:00:00,36464788.34797145,1597820222.889218 
 07/07  24:00:00,36464788.34797145,1597820222.889218 
 07/08  01:00:00,36464788.34797145,1597820222.889218 
 07/08  02:00:00,36464788.34797145,1597820222.889218 
 07/08  03:00:00,36464788.34797145,1597820222.889218 
 07/08  04:00:00,36464788.34797145,1597820222.889218 
 07/08  05:00:00,36464788.34797145,1597820222.889218 
 07/08  06:00:00,42650907.63157016,1676092509.278577 
 07/08  07:00:00,44734127.06664909,1676092509.278577 
 07/08  08:00:00,44734127.06664909,1676092509.278577 
 07/08  09:00:00,44734127.06664909,1676092509.278577 
 07/08  10:00:00,44734127.06664909,1676092509.278577 
 07/08  11:00:00,44734127.06664909,1676092509.278577 
 07/08  12:00:00,44734127.06664909,1676092509.278577 
 07/08  13:00:00,44734127.06664909,1676092509.278577 
 07/08  14:00:00,44734127.06664909,1676092509.278577 
 07/08  15:00:00,44734127.06664909,1676092509.278577 
 07/08  16:00:00,44734127.06664909,1676092509.278577 
 07/08  17:00:00,44734127.06664909,1676092509.278577 
 07/08  18:00:00,37981550.945836455,1597820222.889218 
 07/08  19:00:00,34773359.38405208,1597820222.889218 
 07/08  20:00:00,36719977.71542868,1597820222.889218 
 07/08  21:00:00,36464788.34797145,1597820222.889218 
 07/08  22:00:00,36464788.34797145,1597820222.889218 
 07/08  23:00:00,36464788.34797145,1597820222.889218 
 07/08  24:00:00,36464788.34797145,1688428882.4407706 
 07/09  01:00:00,36464788.34797145,1688428882.4407706 
 07/09  02:00:00,36464788.34797145,1688428882.4407706 
 07/09  03:00:00,36464788.34797145,1688428882.4407706 
 07/09  04:00:00,36464788.34797145,1688428882.4407706 
 07/09  05:00:00,37975250.63110626,1688428882.4407706 
 07/09  06:00:00,76527030.74884532,1792791930.9599159 
 07/09  07:00:00,268404762.39989462,1792791930.9599159 
 07/09  08:00:00,805214287.1996835,2376289039.3666096 
 07/09  09:00:00,805214287.1996835,2376289039.3666096 
 07/09  10:00:00,805214287.1996835,2376289039.3666096 
 07/09  11:00:00,805214287.1996835,2376289039.3666096 
 07/09  12:00:00,805214287.1996835,2259589617.6852703 
 07/09  13:00:00,805214287.1996835,2376289039.3666096 
 07/09  14:00:00,805214287.1996835,2376289039.3666096 
 07/09  15:00:00,805214287.1996835,2376289039.3666096 
 07/09  16:00:00,805214287.1996835,2376289039.3666096 
 07/09  17:00:00,447341270.6664911,1909491352.6412547 
 07/09  18:00:00,268404762.39989462,1792791930.9599159 
 07/09  19:00:00,278011338.18390834,1792791930.9599159 
 07/09  20:00:00,206745328.96509898,1792791930.9599159 
 07/09  21:00:00,208061441.6775136,1792791930.9599159 
 07/09  22:00:00,104030720.8387568,1792791930.9599159 
 07/09  23:00:00,52015360.4193784,1792791930.9599159 
 07/09  24:00:00,41707937.258317545,1688428882.4407706 
 07/10  01:00:00,36464788.34797145,1688428882.4407706 
 07/10  02:00:00,36464788.34797145,1688428882.4407706 
 07/10  03:00:00,36464788.34797145,1688428882.4407706 
 07/10  04:00:00,36464788.34797145,1688428882.4407706 
 07/10  05:00:00,37975250.63110626,1688428882.4407706 
 07/10  06:00:00,76836282.74556983,1792791930.9599159 
 07/10  07:00:00,268415070.99096414,1792791930.9599159 
 07/10  08:00:00,805214287.1996835,2376289039.3666096 
 07/10  09:00:00,805214287.1996835,2376289039.3666096 
 07/10  10:00:00,805214287.1996835,2376289039.3666096 
 07/10  11:00:00,805214287.1996835,2376289039.3666096 
 07/10  12:00:00,805214287.1996835,2259589617.6852703 
 07/10  13:00:00,805214287.1996835,2376289039.3666096 
 07/10  14:00:00,805214287.1996835,2376289039.3666096 
 07/10  15:00:00,805214287.1996835,2376289039.3666096 
 07/10  16:00:00,805214287.1996835,2376289039.3666096 
 07/10  17:00:00,447341270.6664911,1909491352.6412547 
 07/10  18:00:00,268404762.39989462,1792791930.9599159 
 07/10  19:00:00,278695995.9062772,1792791930.9599159 
 07/10  20:00:00,206817542.58119172,1792791930.9599159 
 07/10  21:00:00,208061441.6775136,1792791930.9599159 
 07/10  22:00:00,104030720.8387568,1792791930.9599159 
 07/10  23:00:00,52015360.4193784,1792791930.9599159 
 07/10  24:00:00,41707937.258317545,1688428882.4407706 
 07/11  01:00:00,36464788.34797145,1688428882.4407706 
 07/11  02:00:00,36464788.34797145,1688428882.4407706 
 07/11  03:00:00,36464788.34797145,1688428882.4407706 
 07/11  04:00:00,36464788.34797145,1688428882.4407706 
 07/11  05:00:00,37975250.63110626,1688428882.4407706 
 07/11  06:00:00,76558857.85135706,1792791930.9599159 
 07/11  07:00:00,268404762.39989462,1792791930.9599159 
 07/11  08:00:00,805214287.1996835,2376289039.3666096 
 07/11  09:00:00,805214287.1996835,2376289039.3666096 
 07/11  10:00:00,805214287.1996835,2376289039.3666096 
 07/11  11:00:00,805214287.1996835,2376289039.3666096 
 07/11  12:00:00,805214287.1996835,2259589617.6852703 
 07/11  13:00:00,805214287.1996835,2376289039.3666096 
 07/11  14:00:00,805214287.1996835,2376289039.3666096 
 07/11  15:00:00,805214287.1996835,2376289039.3666096 
 07/11  16:00:00,805214287.1996835,2376289039.3666096 
 07/11  17:00:00,447341270.6664911,1909491352.6412547 
 07/11  18:00:00,268404762.39989462,1792791930.9599159 
 07/11  19:00:00,271483702.5355579,1792791930.9599159 
 07/11  20:00:00,205452810.7173127,1792791930.9599159 
 07/11  21:00:00,208061441.6775136,1792791930.9599159 
 07/11  22:00:00,104030720.8387568,1792791930.9599159 
 07/11  23:00:00,52015360.4193784,1792791930.9599159 
 07/11  24:00:00,41707937.258317545,1688428882.4407706 
 07/12  01:00:00,36464788.34797145,1688428882.4407706 
 07/12  02:00:00,36464788.34797145,1688428882.4407706 
 07/12  03:00:00,36464788.34797145,1688428882.4407706 
 07/12  04:00:00,36464788.34797145,1688428882.4407706 
 07/12  05:00:00,37975250.63110626,1688428882.4407706 
 07/12  06:00:00,76573168.30291243,1792791930.9599159 
 07/12  07:00:00,268404762.39989462,1792791930.9599159 
 07/12  08:00:00,805214287.1996835,2376289039.3666096 
 07/12  09:00:00,805214287.1996835,2376289039.3666096 
 07/12  10:00:00,805214287.1996835,2376289039.3666096 
 07/12  11:00:00,805214287.1996835,2376289039.3666096 
 07/12  12:00:00,805214287.1996835,2259589617.6852703 
 07/12  13:00:00,805214287.1996835,2376289039.3666096 
 07/12  14:00:00,805214287.1996835,2376289039.3666096 
 07/12  15:00:00,805214287.1996835,2376289039.3666096 
 07/12  16:00:00,805214287.1996835,2376289039.3666096 
 07/12  17:00:00,447341270.6664911,1909491352.6412547 
 07/12  18:00:00,268404762.39989462,1792791930.9599159 
 07/12  19:00:00,271954596.42209053,1792791930.9599159 
 07/12  20:00:00,205157923.46358207,1792791930.9599159 
 07/12  21:00:00,208061441.6775136,1792791930.9599159 
 07/12  22:00:00,104030720.8387568,1792791930.9599159 
 07/12  23:00:00,52015360.4193784,1792791930.9599159 
 07/12  24:00:00,41707937.258317545,1688428882.4407706 
 07/13  01:00:00,36464788.34797145,1688428882.4407706 
 07/13  02:00:00,36464788.34797145,1688428882.4407706 
 07/13  03:00:00,36464788.34797145,1688428882.4407706 
 07/13  04:00:00,36464788.34797145,1688428882.4407706 
 07/13  05:00:00,37975250.63110626,1688428882.4407706 
 07/13  06:00:00,76571734.35898247,1792791930.9599159 
 07/13  07:00:00,268404762.39989462,1792791930.9599159 
 07/13  08:00:00,805214287.1996835,2376289039.3666096 
 07/13  09:00:00,805214287.1996835,2376289039.3666096 
 07/13  10:00:00,805214287.1996835,2376289039.3666096 
 07/13  11:00:00,805214287.1996835,2376289039.3666096 
 07/13  12:00:00,805214287.1996835,2259589617.6852703 
 07/13  13:00:00,805214287.1996835,2376289039.3666096 
 07/13  14:00:00,805214287.1996835,2376289039.3666096 
 07/13  15:00:00,805214287.1996835,2376289039.3666096 
 07/13  16:00:00,805214287.1996835,2376289039.3666096 
 07/13  17:00:00,447341270.6664911,1909491352.6412547 
 07/13  18:00:00,268404762.39989462,1792791930.9599159 
 07/13  19:00:00,272581274.8509748,1792791930.9599159 
 07/13  20:00:00,205365499.52550322,1792791930.9599159 
 07/13  21:00:00,208061441.6775136,1792791930.9599159 
 07/13  22:00:00,104030720.8387568,1792791930.9599159 
 07/13  23:00:00,52015360.4193784,1792791930.9599159 
 07/13  24:00:00,41707937.258317545,1597820222.889218 
 07/14  01:00:00,36464788.34797145,1597820222.889218 
 07/14  02:00:00,36464788.34797145,1597820222.889218 
 07/14  03:00:00,36464788.34797145,1597820222.889218 
 07/14  04:00:00,36464788.34797145,1597820222.889218 
 07/14  05:00:00,36464788.34797145,1597820222.889218 
 07/14  06:00:00,76579933.91888627,1792791930.9599159 
 07/14  07:00:00,89468254.13329817,1792791930.9599159 
 07/14  08:00:00,268404762.39989462,1909491352.6412547 
 07/14  09:00:00,268404762.39989462,1909491352.6412547 
 07/14  10:00:00,268404762.39989462,1909491352.6412547 
 07/14  11:00:00,268404762.39989462,1909491352.6412547 
 07/14  12:00:00,134202381.19994731,1734442220.1192465 
 07/14  13:00:00,134202381.19994731,1734442220.1192465 
 07/14  14:00:00,134202381.19994731,1734442220.1192465 
 07/14  15:00:00,134202381.19994731,1734442220.1192465 
 07/14  16:00:00,134202381.19994731,1734442220.1192465 
 07/14  17:00:00,44927997.2983468,1676092509.278577 
 07/14  18:00:00,46626097.916300066,1676092509.278577 
 07/14  19:00:00,40905542.55474024,1597820222.889218 
 07/14  20:00:00,36464788.34797145,1597820222.889218 
 07/14  21:00:00,36464788.34797145,1597820222.889218 
 07/14  22:00:00,36464788.34797145,1597820222.889218 
 07/14  23:00:00,36464788.34797145,1597820222.889218 
 07/14  24:00:00,36464788.34797145,1597820222.889218 
 07/15  01:00:00,36464788.34797145,1597820222.889218 
 07/15  02:00:00,36464788.34797145,1597820222.889218 
 07/15  03:00:00,36464788.34797145,1597820222.889218 
 07/15  04:00:00,36464788.34797145,1597820222.889218 
 07/15  05:00:00,36464788.34797145,1597820222.889218 
 07/15  06:00:00,42653673.53440636,1676092509.278577 
 07/15  07:00:00,44734127.06664909,1676092509.278577 
 07/15  08:00:00,44734127.06664909,1676092509.278577 
 07/15  09:00:00,44734127.06664909,1676092509.278577 
 07/15  10:00:00,44734127.06664909,1676092509.278577 
 07/15  11:00:00,44734127.06664909,1676092509.278577 
 07/15  12:00:00,44734127.06664909,1676092509.278577 
 07/15  13:00:00,44734127.06664909,1676092509.278577 
 07/15  14:00:00,44734127.06664909,1676092509.278577 
 07/15  15:00:00,44734127.06664909,1676092509.278577 
 07/15  16:00:00,44734127.06664909,1676092509.278577 
 07/15  17:00:00,44734127.06664909,1676092509.278577 
 07/15  18:00:00,38517789.324007526,1597820222.889218 
 07/15  19:00:00,36626091.393698104,1597820222.889218 
 07/15  20:00:00,36464788.34797145,1597820222.889218 
 07/15  21:00:00,36464788.34797145,1597820222.889218 
 07/15  22:00:00,36464788.34797145,1597820222.889218 
 07/15  23:00:00,36464788.34797145,1597820222.889218 
 07/15  24:00:00,36464788.34797145,1688428882.4407706 
 07/16  01:00:00,36464788.34797145,1688428882.4407706 
 07/16  02:00:00,36464788.34797145,1688428882.4407706 
 07/16  03:00:00,36464788.34797145,1688428882.4407706 
 07/16  04:00:00,36464788.34797145,1688428882.4407706 
 07/16  05:00:00,37975250.63110626,1688428882.4407706 
 07/16  06:00:00,76568278.77381486,1792791930.9599159 
 07/16  07:00:00,268404762.39989462,1792791930.9599159 
 07/16  08:00:00,805214287.1996835,2376289039.3666096 
 07/16  09:00:00,805214287.1996835,2376289039.3666096 
 07/16  10:00:00,805214287.1996835,2376289039.3666096 
 07/16  11:00:00,805214287.1996835,2376289039.3666096 
 07/16  12:00:00,805214287.1996835,2259589617.6852703 
 07/16  13:00:00,805214287.1996835,2376289039.3666096 
 07/16  14:00:00,805214287.1996835,2376289039.3666096 
 07/16  15:00:00,805214287.1996835,2376289039.3666096 
 07/16  16:00:00,805214287.1996835,2376289039.3666096 
 07/16  17:00:00,452002813.6594832,1909491352.6412547 
 07/16  18:00:00,280180290.66726434,1792791930.9599159 
 07/16  19:00:00,301209845.7714137,1792791930.9599159 
 07/16  20:00:00,207699602.96295628,1792791930.9599159 
 07/16  21:00:00,208061441.6775136,1792791930.9599159 
 07/16  22:00:00,104030720.8387568,1792791930.9599159 
 07/16  23:00:00,52015360.4193784,1792791930.9599159 
 07/16  24:00:00,41707937.258317545,1688428882.4407706 
 07/17  01:00:00,36464788.34797145,1688428882.4407706 
 07/17  02:00:00,36464788.34797145,1688428882.4407706 
 07/17  03:00:00,36464788.34797145,1688428882.4407706 
 07/17  04:00:00,36464788.34797145,1688428882.4407706 
 07/17  05:00:00,37975250.63110626,1688428882.4407706 
 07/17  06:00:00,76690025.78062142,1792791930.9599159 
 07/17  07:00:00,268404762.39989462,1792791930.9599159 
 07/17  08:00:00,805214287.1996835,2376289039.3666096 
 07/17  09:00:00,805214287.1996835,2376289039.3666096 
 07/17  10:00:00,805214287.1996835,2376289039.3666096 
 07/17  11:00:00,805214287.1996835,2376289039.3666096 
 07/17  12:00:00,805214287.1996835,2259589617.6852703 
 07/17  13:00:00,805214287.1996835,2376289039.3666096 
 07/17  14:00:00,805214287.1996835,2376289039.3666096 
 07/17  15:00:00,805214287.1996835,2376289039.3666096 
 07/17  16:00:00,805214287.1996835,2376289039.3666096 
 07/17  17:00:00,447341270.6664911,1909491352.6412547 
 07/17  18:00:00,268404762.39989462,1792791930.9599159 
 07/17  19:00:00,271346771.23887074,1792791930.9599159 
 07/17  20:00:00,205246695.7141377,1792791930.9599159 
 07/17  21:00:00,208061441.6775136,1792791930.9599159 
 07/17  22:00:00,104030720.8387568,1792791930.9599159 
 07/17  23:00:00,52015360.4193784,1792791930.9599159 
 07/17  24:00:00,41707937.258317545,1688428882.4407706 
 07/18  01:00:00,36464788.34797145,1688428882.4407706 
 07/18  02:00:00,36464788.34797145,1688428882.4407706 
 07/18  03:00:00,36464788.34797145,1688428882.4407706 
 07/18  04:00:00,36464788.34797145,1688428882.4407706 
 07/18  05:00:00,37975250.63110626,1688428882.4407706 
 07/18  06:00:00,76646612.00691205,1792791930.9599159 
 07/18  07:00:00,268404762.39989462,1792791930.9599159 
 07/18  08:00:00,805214287.1996835,2376289039.3666096 
 07/18  09:00:00,805214287.1996835,2376289039.3666096 
 07/18  10:00:00,805214287.1996835,2376289039.3666096 
 07/18  11:00:00,805214287.1996835,2376289039.3666096 
 07/18  12:00:00,805214287.1996835,2259589617.6852703 
 07/18  13:00:00,805214287.1996835,2376289039.3666096 
 07/18  14:00:00,805214287.1996835,2376289039.3666096 
 07/18  15:00:00,805214287.1996835,2376289039.3666096 
 07/18  16:00:00,805214287.1996835,2376289039.3666096 
 07/18  17:00:00,447358742.8664504,1909491352.6412547 
 07/18  18:00:00,268404762.39989462,1792791930.9599159 
 07/18  19:00:00,279056709.436995,1792791930.9599159 
 07/18  20:00:00,206856290.76469913,1792791930.9599159 
 07/18  21:00:00,208061441.6775136,1792791930.9599159 
 07/18  22:00:00,104030720.8387568,1792791930.9599159 
 07/18  23:00:00,52015360.4193784,1792791930.9599159 
 07/18  24:00:00,41707937.258317545,1688428882.4407706 
 07/19  01:00:00,36464788.34797145,1688428882.4407706 
 07/19  02:00:00,36464788.34797145,1688428882.4407706 
 07/19  03:00:00,36464788.34797145,1688428882.4407706 
 07/19  04:00:00,36464788.34797145,1688428882.4407706 
 07/19  05:00:00,37975250.63110626,1688428882.4407706 
 07/19  06:00:00,76655923.30406588,1792791930.9599159 
 07/19  07:00:00,268404762.39989462,1792791930.9599159 
 07/19  08:00:00,805214287.1996835,2376289039.3666096 
 07/19  09:00:00,805214287.1996835,2376289039.3666096 
 07/19  10:00:00,805214287.1996835,2376289039.3666096 
 07/19  11:00:00,805214287.1996835,2376289039.3666096 
 07/19  12:00:00,805214287.1996835,2259589617.6852703 
 07/19  13:00:00,805214287.1996835,2376289039.3666096 
 07/19  14:00:00,805214287.1996835,2376289039.3666096 
 07/19  15:00:00,805214287.1996835,2376289039.3666096 
 07/19  16:00:00,805214287.1996835,2376289039.3666096 
 07/19  17:00:00,447570689.11287147,1909491352.6412547 
 07/19  18:00:00,279721014.3936159,1792791930.9599159 
 07/19  19:00:00,301190369.64148706,1792791930.9599159 
 07/19  20:00:00,207699461.232841,1792791930.9599159 
 07/19  21:00:00,208061441.6775136,1792791930.9599159 
 07/19  22:00:00,104030720.8387568,1792791930.9599159 
 07/19  23:00:00,52015360.4193784,1792791930.9599159 
 07/19  24:00:00,41707937.258317545,1688428882.4407706 
 07/20  01:00:00,36464788.34797145,1688428882.4407706 
 07/20  02:00:00,36464788.34797145,1688428882.4407706 
 07/20  03:00:00,36464788.34797145,1688428882.4407706 
 07/20  04:00:00,36464788.34797145,1688428882.4407706 
 07/20  05:00:00,37975250.63110626,1688428882.4407706 
 07/20  06:00:00,76692159.47642493,1792791930.9599159 
 07/20  07:00:00,268404762.39989462,1792791930.9599159 
 07/20  08:00:00,805214287.1996835,2376289039.3666096 
 07/20  09:00:00,805214287.1996835,2376289039.3666096 
 07/20  10:00:00,805214287.1996835,2376289039.3666096 
 07/20  11:00:00,805214287.1996835,2376289039.3666096 
 07/20  12:00:00,805214287.1996835,2259589617.6852703 
 07/20  13:00:00,805214287.1996835,2376289039.3666096 
 07/20  14:00:00,805214287.1996835,2376289039.3666096 
 07/20  15:00:00,805214287.1996835,2376289039.3666096 
 07/20  16:00:00,805214287.1996835,2376289039.3666096 
 07/20  17:00:00,447341270.6664911,1909491352.6412547 
 07/20  18:00:00,278929215.2362195,1792791930.9599159 
 07/20  19:00:00,301172361.015504,1792791930.9599159 
 07/20  20:00:00,207699034.6374996,1792791930.9599159 
 07/20  21:00:00,208061441.6775136,1792791930.9599159 
 07/20  22:00:00,104030720.8387568,1792791930.9599159 
 07/20  23:00:00,52015360.4193784,1792791930.9599159 
 07/20  24:00:00,41707937.258317545,1597820222.889218 
 07/21  01:00:00,36464788.34797145,1597820222.889218 
 07/21  02:00:00,36464788.34797145,1597820222.889218 
 07/21  03:00:00,36464788.34797145,1597820222.889218 
 07/21  04:00:00,36464788.34797145,1597820222.889218 
 07/21  05:00:00,36464788.34797145,1597820222.889218 
 07/21  06:00:00,76638219.03541493,1792791930.9599159 
 07/21  07:00:00,89468254.13329817,1792791930.9599159 
 07/21  08:00:00,268404762.39989462,1909491352.6412547 
 07/21  09:00:00,268404762.39989462,1909491352.6412547 
 07/21  10:00:00,268404762.39989462,1909491352.6412547 
 07/21  11:00:00,268404762.39989462,1909491352.6412547 
 07/21  12:00:00,134202381.19994731,1734442220.1192465 
