timestamp,oat[C],elec_hvac[J],solar[W/m2],zone_load_rate[W]
1483317900,6.1,14676822.50580063,0.0,-168677.23625461958
1483318800,5.824999999999999,14330437.799436966,0.0,-165564.31247342983
1483319700,5.55,14247283.539066387,0.0,-163198.84739494036
1483320600,5.275,14247892.995086933,0.0,-161799.63981043315
1483321500,5.0,14243792.918242157,0.0,-160573.29361711908
1483322400,5.15,13936217.734341564,0.0,-158177.33402397265
1483323300,5.3,13894533.424169667,0.0,-156973.48785875627
1483324200,5.449999999999999,13867183.224492578,0.0,-156340.34015213556
1483325100,5.6,13843833.053473448,0.0,-155876.55598515394
1483326000,5.6,13830670.234320577,0.0,-155239.55317325096
1483326900,5.6,13819615.11670939,0.0,-154612.87757265777
1483327800,5.6,13810222.292649575,0.0,-153978.804066591
1483328700,5.6,13801963.28073598,0.0,-153437.1589220496
1483329600,5.6,14026561.96285386,0.0,-153983.94116100066
1483330500,5.6,14040061.257728776,0.0,-154056.87272144685
1483331400,5.6,14031982.040974045,0.0,-153545.24412326634
1483332300,5.6,14025259.700594198,0.0,-153034.84792490187
1483333200,5.299999999999999,14653539.80324329,0.0,-156097.9358537493
1483334100,5.0,14747958.88191111,0.0,-157690.69680859978
1483335000,4.7,14787379.808308939,0.0,-157431.74988150113
1483335900,4.4,14817648.049756775,0.0,-156810.82214133814
1483336800,4.825,16680193.048900438,0.0,-167568.52460249528
1483337700,5.25,17169797.044175785,0.0,-171104.73072723573
1483338600,5.674999999999999,17245509.335182477,0.0,-172540.52764815732
1483339500,6.1,17296231.41687884,0.0,-173760.2559264317
1483340400,5.975,18906022.734968614,0.0,-167858.4974028504
1483341300,5.85,19355529.401903607,107.0,-170784.83739771845
1483342200,5.725,19741009.540848862,174.0,-176919.02408218282
1483343100,5.6,16837383.10802441,241.0,-175740.84364890264
1483344000,6.85,15752407.971763266,308.0,-170783.54332476525
1483344900,8.1,15903821.063722305,375.0,-173347.04865783695
1483345800,9.35,16078314.198111467,372.5,-176411.39570051694
1483346700,10.6,16044546.72466423,370.0,-182284.3162413515
1483347600,11.274999999999999,19579967.362246513,367.5,-180928.82791132716
1483348500,11.95,18818883.915034406,365.0,-181683.36555721413
1483349400,12.625000000000002,18561166.786184743,354.0,-189557.8560248073
1483350300,13.3,18475742.321979254,343.0,-194416.7612693118
1483351200,13.875000000000002,17592803.831206635,332.0,-185120.79008505458
1483352100,14.45,17537227.29243819,321.0,-185816.27527375187
1483353000,15.024999999999999,16092053.374896096,299.75,-187352.68962507526
1483353900,15.6,13860426.833806748,278.5,-186942.8366644062
1483354800,16.0,13627370.483023401,257.25,-186747.57230382398
1483355700,16.4,13591285.777199127,236.0,-187477.24405186385
1483356600,16.799999999999997,14335764.15442915,314.25,-194643.45153403422
1483357500,17.2,14057151.446793424,392.5,-198265.31913886277
1483358400,17.349999999999998,13945265.974828284,470.75,-201609.06064608268
1483359300,17.5,14008902.906453505,549.0,-205882.91902934987
1483360200,17.650000000000002,14080441.40990802,598.0,-209140.1189100443
1483361100,17.8,14151408.838210495,647.0,-212441.63256554492
1483362000,17.8,15260478.731951024,696.0,-221324.9720088335
1483362900,17.8,15210612.202676274,745.0,-223414.23281976942
1483363800,17.8,15204085.751905015,725.0,-223606.74947348738
1483364700,17.8,15192911.955687758,705.0,-223360.5091379359
1483365600,17.650000000000002,13939388.759041404,685.0,-213573.6781390633
1483366500,17.5,13920504.637098795,665.0,-212308.27381733622
1483367400,17.349999999999998,13907749.175561326,628.25,-210960.3044675816
1483368300,17.2,13880387.280841814,591.5,-209050.74852258983
1483369200,17.2,14458289.153142786,554.75,-213307.68686455642
1483370100,17.2,14435716.966625422,518.0,-213429.87478599412
1483371000,17.2,14364058.084126228,436.5,-211260.23478341784
1483371900,17.2,14268472.305116821,355.0,-208346.88083746555
1483372800,16.65,17552102.02173077,273.5,-200291.1288941839
1483373700,16.1,15796800.45031699,192.0,-217505.06317321493
1483374600,15.55,16012301.468180439,149.75,-215530.81249732638
1483375500,15.0,15974694.431121286,107.5,-211363.54644448034
1483376400,14.725,16845917.17564881,65.25,-215231.14955227397
1483377300,14.45,17780577.137700964,0.0,-208259.71255083315
1483378200,14.175,17879310.917438656,0.0,-201564.4926463655
1483379100,13.9,14757960.702902824,0.0,-193069.5402865656
1483380000,11.950000000000001,17845834.43989597,0.0,-199168.37002163217
1483380900,10.0,18557188.78621163,0.0,-192251.71169083094
1483381800,8.049999999999999,18629093.38338775,0.0,-191759.69575165643
1483382700,6.1,18659495.149221458,0.0,-190952.55842265885
1483383600,4.999999999999999,24391919.115994133,0.0,-211407.08669281454
1483384500,3.9,24246695.536858637,0.0,-207219.1688726511
1483385400,2.8,24124617.6477692,0.0,-210017.69369181784
1483386300,1.7,24315108.1300666,0.0,-207252.10182106178
1483387200,1.4249999999999998,24600061.137931924,0.0,-213656.1523199798
1483388100,1.15,24713511.552879676,0.0,-213880.16892674318
1483389000,0.875,24802322.0043671,0.0,-214010.51074355713
1483389900,0.6,24834050.9246472,0.0,-213923.12929595617
1483390800,0.875,24646674.34242618,0.0,-217034.02187952562
1483391700,1.15,24763474.2557184,0.0,-219654.55853015964
1483392600,1.4249999999999998,24777343.61818938,0.0,-220357.52504613253
1483393500,1.7,24802047.882049527,0.0,-220753.34407992533
1483394400,1.7,21381863.07543627,0.0,-207288.83504838502
1483395300,1.7,21311290.020668965,0.0,-203839.2267157758
1483396200,1.7,21318256.522829384,0.0,-203430.67090448938
1483397100,1.7,21326382.525046524,0.0,-203143.52285287326
1483398000,1.825,18089352.67031244,0.0,-187251.61830728495
1483398900,1.9500000000000002,17768596.057287138,0.0,-179543.48918126503
1483399800,2.075,18646777.484441932,0.0,-181073.70173056785
1483400700,2.2,17820093.805807494,0.0,-178494.56931515693
1483401600,2.625,15449496.660847872,0.0,-165813.19225713197
1483402500,3.05,15135700.12661313,0.0,-163378.7378421262
1483403400,3.4749999999999996,15017830.862069579,0.0,-162035.83636166295
1483404300,3.9,14931217.27222239,0.0,-161351.40610930638
1483405200,3.9,14573484.690496419,0.0,-158693.00866986523
1483406100,3.9,14483733.20153121,0.0,-156790.99121448863
1483407000,3.9,14442368.344608488,0.0,-155935.04221041017
1483407900,3.9,14407263.508641193,0.0,-155248.89612239425
1483408800,3.9,14099835.948183313,0.0,-152662.05716599227
1483409700,3.9,14059709.653079526,0.0,-151211.33401600432
1483410600,3.9,14034713.001061695,0.0,-150313.59847970304
1483411500,3.9,14014746.91563743,0.0,-149620.50749314314
1483412400,3.9,14000871.928811561,0.0,-148831.450185376
1483413300,3.9,13988583.375392973,0.0,-148140.95645175708
1483414200,3.9,13977991.237303862,0.0,-147454.81712794132
1483415100,3.9,13968336.199371045,0.0,-146880.9834787136
1483416000,4.175,14577011.904349675,0.0,-149566.07564521692
1483416900,4.45,14572253.012017883,0.0,-150361.34544884053
1483417800,4.725,14551761.71268462,0.0,-150215.9935641314
1483418700,5.0,14533016.82511516,0.0,-150145.21498719044
1483419600,5.0,15179061.41959926,0.0,-153932.6885173236
1483420500,5.0,15257599.218442133,0.0,-156237.5609077556
1483421400,5.0,15278946.964856558,0.0,-156712.15922709607
1483422300,5.0,15291030.017554218,0.0,-156836.82369030055
1483423200,5.0,17292788.57300055,0.0,-167257.78686983723
1483424100,5.0,17831062.87163466,0.0,-170241.4320081088
1483425000,5.0,17936896.367100462,0.0,-171017.8005436333
1483425900,5.0,18022352.844321836,0.0,-171550.6496710562
1483426800,5.15,19842597.152002085,0.0,-166453.1420147107
1483427700,5.3,20169622.702484485,3.0,-167565.87781308513
1483428600,5.449999999999999,20283436.071232934,129.25,-170002.7051334461
1483429500,5.6,17231496.685329013,255.5,-170665.05528218305
1483430400,5.874999999999999,16327014.023598677,381.75,-169244.964340989
1483431300,6.15,16248538.815187013,508.0,-170587.03919680262
1483432200,6.425000000000001,15662665.617473666,416.0,-169322.4113583404
1483433100,6.7,15713992.261026792,324.0,-169226.4807613368
1483434000,6.825,19316520.263589896,232.0,-155489.98748369035
1483434900,6.95,18868788.334367543,140.0,-152053.87953182368
1483435800,7.075,18778797.319065228,230.25,-152172.04725206437
1483436700,7.2,18768709.43434574,320.5,-153868.40932396456
1483437600,7.625,18036220.553304806,410.75,-147833.9779890488
1483438500,8.05,18188446.31958298,501.0,-148637.3427376404
1483439400,8.475000000000001,18461074.83025166,518.75,-152466.0031572751
1483440300,8.9,14729040.173506714,536.5,-160510.64037474786
1483441200,9.025,14604783.72344054,554.25,-161990.63627338916
1483442100,9.15,14734487.834075386,572.0,-164554.3034588183
1483443000,9.275,15113690.525018902,540.75,-168827.53335748662
1483443900,9.4,15055838.048541546,509.5,-168570.00812582005
1483444800,9.55,14896957.584036263,478.25,-167902.08115828282
1483445700,9.7,14960851.806253938,447.0,-167846.64989783886
1483446600,9.85,15052192.690596486,479.25,-169029.11997997912
1483447500,10.0,15125566.91815431,511.5,-170413.49076875745
1483448400,10.275,17490630.092992824,543.75,-177674.30706639608
1483449300,10.55,17349405.71613051,576.0,-180634.8174182734
1483450200,10.825,17267073.624367625,537.25,-181374.6319742983
1483451100,11.1,17173745.529598642,498.5,-181710.57683830016
1483452000,10.975,14507688.038868045,459.75,-173281.60450419766
1483452900,10.85,14382803.063754655,421.0,-171063.2492903836
1483453800,10.725,14313952.006894102,361.0,-168162.28766273469
1483454700,10.6,14262212.292545266,301.0,-165559.77679816156
1483455600,10.299999999999999,16148299.361819359,241.0,-167936.10238046208
1483456500,10.0,16270410.422740465,181.0,-168611.24154340226
1483457400,9.700000000000001,16259275.289154677,149.5,-168086.6726833443
1483458300,9.4,16238544.15020213,118.0,-166537.10586698886
1483459200,9.275,18929206.359474268,86.5,-164140.5691529302
1483460100,9.15,18383967.376572035,55.0,-166491.85651856844
1483461000,9.025,18644579.785536986,45.0,-159763.6646843384
1483461900,8.9,18523303.588154543,35.0,-159882.44873345736
1483462800,8.625,18610365.72168311,25.0,-163805.8307502795
1483463700,8.35,18630955.729416166,0.0,-161717.24531146736
1483464600,8.075,18517569.869509894,0.0,-159407.910999123
1483465500,7.8,14815138.033608582,0.0,-162704.91704566672
1483466400,7.5249999999999995,17674014.704509072,0.0,-177231.1155777269
1483467300,7.25,18144297.308010373,0.0,-179750.51447430174
1483468200,6.9750000000000005,18256885.62404367,0.0,-181088.77997513994
1483469100,6.7,18308876.398985226,0.0,-181169.83277101602
1483470000,6.425000000000001,24345274.69723381,0.0,-198318.43992525377
1483470900,6.15,24378488.19037434,0.0,-200645.68404771155
1483471800,5.874999999999999,24617856.96862759,0.0,-200781.31431337562
1483472700,5.6,24543049.13369614,0.0,-201305.75143488933
1483473600,5.174999999999999,24823549.533334654,0.0,-207492.71224723876
1483474500,4.75,24839503.39171394,0.0,-208370.02853454562
1483475400,4.324999999999999,24844661.64297031,0.0,-208178.33134102376
1483476300,3.9,24873882.30023184,0.0,-208230.589120078
1483477200,3.625,24608857.53717042,0.0,-211229.68825662945
1483478100,3.3499999999999996,24714608.87909895,0.0,-213291.45691766244
1483479000,3.0749999999999997,24690929.18081943,0.0,-213408.05181760967
1483479900,2.8,24686434.507165052,0.0,-213034.57416892826
1483480800,2.5249999999999995,21943217.375751924,0.0,-201672.09310346484
1483481700,2.25,21844653.663689587,0.0,-197631.80573739664
1483482600,1.9749999999999999,21851667.898170423,0.0,-196462.7360394735
1483483500,1.7,21869211.713446137,0.0,-195313.6018246382
1483484400,1.825,18311982.5979969,0.0,-178537.55944767152
1483485300,1.9500000000000002,17983973.92935006,0.0,-170799.82218680365
1483486200,2.075,18851221.920973096,0.0,-172562.72670252726
1483487100,2.2,18021030.38551231,0.0,-170059.45927460116
1483488000,1.6500000000000001,15690034.504575714,0.0,-156168.49130926112
1483488900,1.1,15405437.322844375,0.0,-152477.69961453095
1483489800,0.55,15318702.827499248,0.0,-149664.28070752116
1483490700,0.0,15263640.738594951,0.0,-147501.0760321968
1483491600,-0.15,14916782.27531947,0.0,-144198.37795332735
1483492500,-0.3,14833451.527425554,0.0,-141790.41128720323
1483493400,-0.44999999999999996,14801418.634367337,0.0,-140357.70326907438
1483494300,-0.6,14775527.509073796,0.0,-139223.57899343458
1483495200,-0.725,14467697.803115882,0.0,-136474.2139428906
1483496100,-0.8500000000000001,14420447.363288373,0.0,-135059.56358192852
1483497000,-0.9750000000000001,14390551.913374092,0.0,-134088.28421690947
1483497900,-1.1,14368380.937919058,0.0,-133214.2120803675
1483498800,-1.25,14356478.861928571,0.0,-132142.374195314
1483499700,-1.4,14347806.345626084,0.0,-130967.17784520976
1483500600,-1.5499999999999998,14380505.402166845,0.0,-129899.5628120177
1483501500,-1.7,14376461.340647029,0.0,-128816.47038039108
1483502400,-1.7,14593056.683654742,0.0,-129301.18906731505
1483503300,-1.7,14609583.261772545,0.0,-129137.15676405039
1483504200,-1.7,14598874.262422476,0.0,-128504.47215991623
1483505100,-1.7,14588550.115540642,0.0,-127918.20692629497
1483506000,-1.7,15192395.772546422,0.0,-131243.4519049621
1483506900,-1.7,15279597.28842868,0.0,-133090.82186661632
1483507800,-1.7,15306111.334428875,0.0,-133114.608415237
1483508700,-1.7,15324215.190371348,0.0,-132858.69323814998
1483509600,-1.7,17262530.99146457,0.0,-141626.58581077523
1483510500,-1.7,17733610.73992172,0.0,-145070.14692799296
1483511400,-1.7,17841513.80817874,0.0,-145641.89208072211
1483512300,-1.7,17924649.219248544,0.0,-146093.53291297855
1483513200,-1.7,19613297.1757529,0.0,-140012.69955024068
1483514100,-1.7,19928430.715404637,231.0,-143682.81700192005
1483515000,-1.7,20013579.715020355,358.0,-146583.46743575126
1483515900,-1.7,16258475.08976593,485.0,-156994.05914626722
1483516800,-1.275,15397982.688321454,612.0,-155586.59798258552
1483517700,-0.85,15530195.576835152,739.0,-157733.90802884867
1483518600,-0.425,15702471.800035622,778.0,-160015.54491870906
1483519500,0.0,15782100.69679153,817.0,-162199.16600574143
1483520400,0.825,20624900.672904365,856.0,-145141.25494102918
1483521300,1.65,19682837.298706457,895.0,-149257.921597542
1483522200,2.4749999999999996,19631062.839081123,915.75,-147586.85811073787
1483523100,3.3,19860080.70230056,936.5,-158722.06036188634
1483524000,4.425,18975103.30393312,957.25,-149037.26528634352
1483524900,5.55,19155926.95513084,978.0,-152228.39332416985
1483525800,6.675,19280897.783854567,986.0,-156948.3255268534
1483526700,7.8,15129689.856243614,994.0,-170231.9842387325
1483527600,8.075,15019177.120935896,1002.0,-172216.14818591013
1483528500,8.35,15145884.825603344,1010.0,-174843.3105890801
1483529400,8.625,15499837.220334215,1009.5,-180207.98773275877
1483530300,8.9,15515467.857312566,1009.0,-181150.15206877192
1483531200,9.450000000000001,15390233.805487614,1008.5,-182074.43681427694
1483532100,10.0,15547851.58940893,1008.0,-183809.18478231228
1483533000,10.549999999999999,15523692.925382726,1006.25,-187913.84377975494
1483533900,11.1,15479350.372336099,1004.5,-191402.0375525645
1483534800,11.25,17890316.731062606,1002.75,-197015.4254780067
1483535700,11.399999999999999,17748151.406392805,1001.0,-198840.89854903475
1483536600,11.549999999999999,17713345.00851232,994.75,-199683.3583450967
1483537500,11.7,17682944.50587504,988.5,-200584.79797536193
1483538400,11.7,15024907.27689549,982.25,-193957.56913722403
1483539300,11.7,14897998.808975533,976.0,-193214.71901606905
1483540200,11.7,14836890.0197345,958.5,-192346.61826399225
1483541100,11.7,14777350.921964498,941.0,-191435.37838612995
1483542000,11.7,16827439.855181444,923.5,-194864.5985973238
1483542900,11.7,16833851.290854964,906.0,-195887.46988531097
1483543800,11.7,16784096.996541526,863.5,-194855.74961273966
1483544700,11.7,16740788.882362293,821.0,-193006.69005395588
1483545600,11.274999999999999,20719524.113454122,778.5,-198992.56405784696
1483546500,10.85,19413546.49439644,736.0,-196130.77216129884
1483547400,10.425,19899231.653061338,602.25,-187571.2374300463
1483548300,10.0,19581128.824824467,468.5,-181290.0246422093
1483549200,9.575,19517950.33072114,334.75,-183607.3344807446
1483550100,9.15,19269126.153387237,0.0,-175089.52121080217
1483551000,8.725000000000001,19128966.403948255,0.0,-170400.75465275158
1483551900,8.3,15251692.588630447,0.0,-173575.49846517382
1483552800,8.025,18107033.511275813,0.0,-187410.514434905
1483553700,7.75,18480621.164303917,0.0,-189319.7255926547
1483554600,7.4750000000000005,18561277.558145247,0.0,-189487.46904100565
1483555500,7.2,18627455.418814477,0.0,-188998.93663521984
1483556400,6.800000000000001,24851624.543406412,0.0,-204653.14949917092
1483557300,6.4,25147881.69985675,0.0,-207142.27299163106
1483558200,5.999999999999999,25378442.031754345,0.0,-205180.73076229193
1483559100,5.6,25319687.96413751,0.0,-205527.27546757337
1483560000,5.299999999999999,25694608.74757285,0.0,-212718.51914864732
1483560900,5.0,25757528.438872978,0.0,-213337.1465953423
1483561800,4.7,25792770.275795758,0.0,-213686.29029875016
1483562700,4.4,25830310.777603302,0.0,-213801.21727538516
1483563600,4.275,25397980.574330248,0.0,-216644.11837964432
1483564500,4.15,25377653.321356826,0.0,-218759.41541658842
1483565400,4.025,25358117.308897875,0.0,-218933.52686994508
1483566300,3.9,25347857.949946444,0.0,-218722.48674850844
1483567200,3.75,22205334.79606189,0.0,-203733.77338262787
1483568100,3.5999999999999996,22079837.226667404,0.0,-199878.45137980845
1483569000,3.4499999999999997,22052709.31082686,0.0,-199168.02154531045
1483569900,3.3,22037608.599819645,0.0,-198524.52159763573
1483570800,3.175,18327820.74114,0.0,-181213.44150762848
1483571700,3.05,18017690.634458955,0.0,-173015.55811161664
1483572600,2.925,18898102.221449777,0.0,-174289.188170454
1483573500,2.8,18075576.431003522,0.0,-171373.70288251113
1483574400,2.5249999999999995,15733611.721228922,0.0,-157864.92679583692
1483575300,2.25,15431808.772356557,0.0,-154527.87887208458
1483576200,1.9749999999999999,15332359.530443981,0.0,-152192.99323397406
1483577100,1.7,15263977.934714457,0.0,-150537.39004362922
1483578000,1.125,14925641.57950173,0.0,-146822.86092472673
1483578900,0.55,14852297.938587807,0.0,-143915.27073134552
1483579800,-0.024999999999999967,14830823.538739793,0.0,-141906.33043050565
1483580700,-0.6,14816660.392586846,0.0,-140126.43153060676
1483581600,-0.6,14508660.560096888,0.0,-137221.42443554764
1483582500,-0.6,14466179.435223296,0.0,-135612.40012887376
1483583400,-0.6,14439140.276364753,0.0,-134630.17993673807
1483584300,-0.6,14416621.646245787,0.0,-133759.1942071736
1483585200,-0.725,14403883.944927977,0.0,-132745.22318456802
1483586100,-0.8500000000000001,14393577.831343567,0.0,-131737.06955402443
1483587000,-0.9750000000000001,14385186.492995195,0.0,-130792.95556104598
1483587900,-1.1,14378183.52550613,0.0,-129841.90410898591
1483588800,-1.1,14589686.447431827,0.0,-130512.68104762957
1483589700,-1.1,14593502.804570425,0.0,-130777.48769054834
1483590600,-1.1,14574058.595617317,0.0,-130469.9450760741
1483591500,-1.1,14556797.339138275,0.0,-130054.08867190781
1483592400,-1.25,15207896.384343699,0.0,-132990.84789132467
1483593300,-1.4,15303078.732296158,0.0,-134445.76770520175
1483594200,-1.5499999999999998,15340591.196207168,0.0,-133930.5530300209
1483595100,-1.7,15367038.363051571,0.0,-133244.87220952357
1483596000,-1.7,17314603.584828623,0.0,-142332.95601088545
1483596900,-1.7,17791041.254739072,0.0,-145642.81373279257
1483597800,-1.7,17899884.75512426,0.0,-146271.0717783407
1483598700,-1.7,17983157.560944363,0.0,-146668.95190569956
1483599600,-1.5499999999999998,19673235.98015676,0.0,-140717.68284906686
1483600500,-1.4,19985260.94795623,194.0,-144005.67483299447
1483601400,-1.25,20062462.818719115,321.5,-146959.2370046595
1483602300,-1.1,16248240.842344074,449.0,-158413.18383626084
1483603200,-0.55,15386678.766523909,576.5,-157162.23801928875
1483604100,0.0,15511440.617450157,704.0,-159467.24262435437
1483605000,0.55,15689425.597856704,747.0,-161901.35640629483
1483605900,1.1,15780786.756783528,790.0,-163982.4252801845
1483606800,1.8,20749984.923987173,833.0,-146326.29508067144
1483607700,2.5,19889896.043714,876.0,-153132.2288998365
1483608600,3.1999999999999997,20045838.64101043,894.0,-153539.21283743432
1483609500,3.9,20022777.220057447,912.0,-158925.52567621254
1483610400,4.6,19165840.276879214,930.0,-151422.7658148707
1483611300,5.3,19335566.394793868,948.0,-153895.9708051234
1483612200,6.0,19455709.894788496,957.0,-158283.55242923493
1483613100,6.7,15226089.152229981,966.0,-173230.80739088403
1483614000,7.25,15099596.670562187,975.0,-174928.29334096523
1483614900,7.800000000000001,15220988.95457527,984.0,-177451.1089184253
1483615800,8.350000000000001,15586684.99857031,986.75,-182873.38450555585
1483616700,8.9,15605296.416145446,989.5,-183867.89791953584
1483617600,9.450000000000001,15508050.426498147,992.25,-184921.6343631362
1483618500,10.0,15659177.991113365,995.0,-186789.52198755657
1483619400,10.549999999999999,15640511.093714522,992.25,-190999.10592430003
1483620300,11.1,15608358.58756113,989.5,-194671.69118183007
1483621200,11.25,17978351.249752674,986.75,-199766.7166039125
1483622100,11.399999999999999,17827657.22676231,984.0,-201058.39066715233
1483623000,11.549999999999999,17768184.73170835,975.0,-201420.72786533597
1483623900,11.7,17711680.181522865,966.0,-201700.0053297742
1483624800,11.7,15054017.304902634,957.0,-195025.10440660777
1483625700,11.7,14911526.910948953,948.0,-193986.26160309603
1483626600,11.7,14847490.681953581,929.5,-193103.76667744032
1483627500,11.7,14789984.878082084,911.0,-192059.69864297006
1483628400,11.7,16840509.966947645,892.5,-195583.4722600666
1483629300,11.7,16843140.002899405,874.0,-196502.59006033986
1483630200,11.7,16798720.074998107,829.0,-195439.6704319141
1483631100,11.7,16751976.383179313,784.0,-193579.32709937263
