timestamp,oat[C],elec_hvac[J],solar[W/m2],zone_load_rate[W]
1483410600,-13.5,104505906.9,0,0
1483411500,-13.6,120772145.1,0,170796.5366
1483412400,-13.7,120730189.2,0,81903.28536
1483413300,-13.8,104430355.6,0,0
1483414200,-13.9,120646404.6,0,229665.1336
1483415100,-14,120602598.3,0,100091.2278
1483416000,-14,104332905.9,0,0
1483416900,-14,124715368,0,500831.2827
1483417800,-14,120570168.8,0,233354.258
1483418700,-14,104301007.7,0,0
1483419600,-14,140180284.8,0,602405.9232
1483420500,-14,134688736.6,0,429984.8055
1483421400,-14,104293810.7,0,0
1483422300,-14,128832354.3,0,570824.2923
1483423200,-14,137184359.5,0,502841.332
1483424100,-14,137209081.2,0,490033.6963
1483425000,-14,137105081.9,0,488609.8246
1483425900,-14,136379199.7,0,459729.1364
1483426800,-14.75,135419003.7,0,441437.9039
1483427700,-15.5,133659617.9,207,390579.1965
1483428600,-16.25,131908766.1,365.75,335170.8718
1483429500,-17,130680642.1,524.5,277895.1691
1483430400,-16,133405475.9,683.25,166640.5094
1483431300,-15,134645094.1,842,98295.36976
1483432200,-14,135563596.7,804.25,67808.20704
1483433100,-13,136962304.7,766.5,37055.18711
1483434000,-12.5,137353409.5,728.75,22117.01817
1483434900,-12,138130741.5,691,3213.347158
1483435800,-11.5,138467604.8,568.75,-252.4527256
1483436700,-11,138715888.7,446.5,1860.773091
1483437600,-10.5,139663290.6,324.25,5483.666713
1483438500,-10,140629732.8,202,12743.09308
1483439400,-9.5,141899562.4,204.25,5992.460403
1483440300,-9,143261023.1,206.5,-4161.664161
1483441200,-8.75,143785047.5,208.75,-12453.33072
1483442100,-8.5,144372826,211,-18991.312
1483443000,-8.25,145071260.3,288.5,-33989.05319
1483443900,-8,145784481.1,366,-48795.2097
1483444800,-7.75,145577065.9,443.5,-54435.97614
1483445700,-7.5,146580489.2,521,-96227.5675
1483446600,-7.25,147854075.5,507.75,-114216.4194
1483447500,-7,149009535.1,494.5,-133167.3863
1483448400,-7.025,151538523.5,481.25,-165713.534
1483449300,-7.05,151568745.3,468,-170301.4441
1483450200,-7.075,152536169.5,532.75,-186423.5549
1483451100,-7.1,153724833.2,597.5,-209837.432
1483452000,-7.275,153735762.6,662.25,-229973.2083
1483452900,-7.45,154412208.4,727,-246240.6392
1483453800,-7.625,154308269.3,727.25,-246524.4832
1483454700,-7.8,154310574.9,727.5,-248296.1653
1483455600,-8.1,155221651.3,727.75,-246997.3623
1483456500,-8.4,154608864.4,728,-240995.3795
1483457400,-8.7,152175721.6,602.25,-205662.7485
1483458300,-9,149481884.7,476.5,-164545.1242
1483459200,-9,147316845.7,350.75,-115352.6258
1483460100,-9,145952383.5,225,-66283.28874
1483461000,-9,145440150.3,0,-38419.84864
1483461900,-9,145333585.3,0,-32826.2908
1483462800,-9,142208865,0,-952.8922013
1483463700,-9,141897984.5,0,7089.206998
1483464600,-9,141664386.6,0,12166.26447
1483465500,-9,141437656.8,0,19906.06169
1483466400,-9,140665484,0,38000.34932
1483467300,-9,140415657.1,0,49262.12755
1483468200,-9,140240898.6,0,61397.15525
1483469100,-9,140095618,0,68858.1842
1483470000,-9,140215889.9,0,79935.08738
1483470900,-9,140354287.6,0,89385.79857
1483471800,-9,140507694.6,0,98036.98265
1483472700,-9,140672762.4,0,106022.7683
1483473600,-8.75,140503592.4,0,113236.2818
1483474500,-8.5,140359921.9,0,118658.1734
1483475400,-8.25,140218145.6,0,123211.148
1483476300,-8,140065597.5,0,126782.1469
1483477200,-8.25,139201646.8,0,130561.7084
1483478100,-8.5,138376093.9,0,133706.0556
1483479000,-8.75,137585618.1,0,137661.1692
1483479900,-9,136828509,0,142539.7681
1483480800,-9,109559971.9,0,0
1483481700,-9,109483744.2,0,0
1483482600,-9,109393361.5,0,0
1483483500,-9,109287541.6,0,0
1483484400,-9,109158078.2,0,0
1483485300,-9,109055172.7,0,0
1483486200,-9,108952410.2,0,0
1483487100,-9,108878456.5,0,0
1483488000,-8.75,109056166.3,0,0
1483488900,-8.5,109412179.1,0,0
1483489800,-8.25,109783690.2,0,0
1483490700,-8,110175931.2,0,0
1483491600,-8.5,109557552.5,0,0
1483492500,-9,108963519.1,0,0
1483493400,-9.5,108393898.5,0,0
1483494300,-10,107846202.4,0,0
1483495200,-9.75,107941464.6,0,0
1483496100,-9.5,108037154.8,0,0
1483497000,-9.25,108125321.3,0,0
1483497900,-9,108203326.7,0,0
1483498800,-9.25,107759638.5,0,0
1483499700,-9.5,107321834.3,0,0
1483500600,-9.75,106736025.6,0,0
1483501500,-10,107984952.2,0,51445.24509
1483502400,-9.5,123077850.3,0,272481.4368
1483503300,-9,121924855,0,3405.089597
1483504200,-8.5,109396252.8,0,215463.7841
1483505100,-8,124531408.4,0,117917.8888
1483506000,-8.4,133804837.4,0,25540.42215
1483506900,-8.8,119377128.8,0,406308.1461
1483507800,-9.2,126789261.7,0,300772.0515
1483508700,-9.6,122232726.7,0,17594.38472
1483509600,-9.95,139023975.2,0,490233.0683
1483510500,-10.3,136308587.3,0,346166.7167
1483511400,-10.65,136683532.7,0,409207.5555
1483512300,-11,136361873.3,0,388611.8787
1483513200,-10.25,136660130.3,0,364013.4635
1483514100,-9.5,137148955.2,0,346469.5859
1483515000,-8.75,137651795.4,0,331044.0764
1483515900,-8,138187757,0,317795.075
1483516800,-7,141907591.6,0,215403.6427
1483517700,-6,144260319.7,0,191223.1605
1483518600,-5,146508097.2,72.25,152957.2551
1483519500,-4,149084749.8,144.5,112513.5222
1483520400,-3.25,151154584.9,216.75,67867.98041
1483521300,-2.5,153416020.7,289,29828.35278
1483522200,-1.75,155905336.8,227.5,10971.69171
1483523100,-1,158640621.6,166,5362.605608
1483524000,-0.75,159180752.6,104.5,4297.162038
1483524900,-0.5,159665960,43,7894.636792
1483525800,-0.25,160129169.4,32.25,11676.50066
1483526700,0,160571296.5,21.5,16470.90394
1483527600,0.25,160888233.3,10.75,22783.38472
1483528500,0.5,161230451.8,0,25548.90625
1483529400,0.75,161548938.4,0,24290.1705
1483530300,1,161860119.4,0,20730.78693
1483531200,1.25,161197833.9,0,37967.38011
1483532100,1.5,161490871.2,0,35497.30017
1483533000,1.75,161769974.4,166,3570.897572
1483533900,2,162068093.4,332,-20114.5023
1483534800,2.25,165085184.2,498,-90001.17475
1483535700,2.5,168153234,664,-149413.0394
1483536600,2.75,170374880.9,618.75,-178276.2438
1483537500,3,172060407.1,573.5,-171043.5456
1483538400,3.25,171619485.1,528.25,-169944.3416
1483539300,3.5,171444210,483,-161470.1033
1483540200,3.75,171896706,510,-168985.158
1483541100,4,172637608.9,537,-178307.9544
1483542000,3.5,171849021.4,564,-191492.6927
1483542900,3,170257970.4,591,-196208.6463
1483543800,2.5,167605259.9,521,-180550.0954
1483544700,2,164718242.8,451,-157612.7487
1483545600,1.75,163066039.1,381,-136065.2442
1483546500,1.5,161226015.2,311,-108300.5531
1483547400,1.25,159427319,0,-67265.21087
1483548300,1,158625797.1,0,-62973.74925
1483549200,1,155429458.8,0,-32949.67773
1483550100,1,155146674.3,0,-26875.33727
1483551000,1,154942292.5,0,-23870.09159
1483551900,1,154741915.4,0,-20995.68862
1483552800,1,153995118.1,0,-9610.071018
1483553700,1,153783366,0,-5689.323643
1483554600,1,153625066.8,0,-2648.78563
1483555500,1,153479168.8,0,6403.407781
1483556400,0.5,151127174.4,0,11913.46888
1483557300,0,148967916.4,0,18461.28073
1483558200,-0.5,147119336.1,0,23662.38373
1483559100,-1,145435253.8,0,27036.32782
1483560000,-1,144693862,0,40221.98612
1483560900,-1,143999681.1,0,50649.31176
1483561800,-1,143159665.1,0,59091.1472
1483562700,-1,142684454,0,67868.82623
1483563600,-0.25,145534833.4,0,66403.43926
1483564500,0.5,149020268.4,0,65198.28467
1483565400,1.25,153082680.7,0,63238.42913
1483566300,2,157727727.7,0,61288.92298
1483567200,2,129247523.9,0,0
1483568100,2,127978226.8,0,0
1483569000,2,126724840.8,0,0
1483569900,2,125476308.1,0,0
1483570800,2,125407719,0,0
1483571700,2,125363027.6,0,0
1483572600,2,125324466.7,0,0
1483573500,2,125287251.1,0,0
1483574400,2.25,125835801,0,0
1483575300,2.5,126570543.7,0,0
1483576200,2.75,127328798.6,0,0
1483577100,3,128114643.5,0,0
1483578000,3,128075772,0,0
1483578900,3,128040291.3,0,0
1483579800,3,128007087.3,0,0
1483580700,3,127977176.4,0,0
1483581600,3.25,128582110,0,0
1483582500,3.5,129208423.2,0,0
1483583400,3.75,129851574.5,0,0
1483584300,4,130511523.5,0,0
1483585200,4.25,130737129.7,0,0
1483586100,4.5,130976674.6,0,0
1483587000,4.75,131212663.4,0,0
1483587900,5,131444502.3,0,0
1483588800,4.75,132058183.8,0,58882.00238
1483589700,4.5,131083886.3,0,-14124.57735
1483590600,4.25,128520268.3,0,0
1483591500,4,127612083.2,0,0
1483592400,3.5,126781288.6,0,0
1483593300,3,152422663.2,0,365010.2751
1483594200,2.5,150766989.5,0,154396.1295
1483595100,2,124382477.3,0,0
1483596000,2,153982025.7,0,326465.0103
1483596900,2,151695139.5,0,159059.6605
1483597800,2,151728731.9,0,228282.6367
1483598700,2,151757487.1,0,199704.4039
1483599600,2.25,152626668,0,177924.2638
1483600500,2.5,153437330.3,0,167715.8904
1483601400,2.75,154243878.4,0,159567.877
1483602300,3,155092773.3,0,152801.1461
1483603200,3.25,158168742.8,0,76130.24509
1483604100,3.5,158625493.7,0,62555.38289
1483605000,3.75,158804775.3,0,53683.09095
1483605900,4,158959903.7,0,46054.75662
1483606800,4.475,160858693.5,0,38785.41682
1483607700,4.95,162871741.2,0,30802.64085
1483608600,5.425,165014647,163.5,-10991.19526
1483609500,5.9,167318748.6,327,-41927.47306
1483610400,6.175,169026948,490.5,-91084.16269
1483611300,6.45,170896728.1,654,-140863.6283
1483612200,6.725,174076710.5,739.5,-217105.9515
1483613100,7,177121389.3,825,-247748.9068
1483614000,7,180224715.5,910.5,-283969.5554
1483614900,7,181602702,996,-312955.2129
1483615800,7,181811249.9,955,-332485.053
1483616700,7,181977287.8,914,-342260.1931
1483617600,7,179596512.5,873,-341200.4319
1483618500,7,179833064.7,832,-345091.4632
1483619400,7,180021293.2,701,-343974.9321
1483620300,7,180210828.4,570,-335486.1906
1483621200,7.25,183362395.2,439,-319479.7548
1483622100,7.5,181793322.6,308,-279458.9941
1483623000,7.75,183085699,423.25,-296857.6996
1483623900,8,184153997.8,538.5,-323161.7512
1483624800,8,184786431.5,653.75,-340100.2639
1483625700,8,186871615.5,769,-367409.6864
1483626600,8,188702681.6,773.25,-377268.3104
1483627500,8,190707080.3,777.5,-386801.626
1483628400,7.75,193626089.3,781.75,-393842.8139
1483629300,7.5,195493899.5,786,-398906.5719
1483630200,7.25,195702781.8,683.25,-382361.8468
1483631100,7,192874465.3,580.5,-342846.1126
1483632000,6.75,189689335.6,477.75,-303140.7448
1483632900,6.5,186686589.7,375,-260589.5866
1483633800,6.25,179482885.2,0,-163526.8329
1483634700,6,177943704.8,0,-134285.582
1483635600,5.5,168890954.6,0,-88689.53306
1483636500,5,166653432.7,0,-71403.03842
1483637400,4.5,164637760.1,0,-71556.67866
1483638300,4,162749936,0,-67640.00094
1483639200,3.75,161085901.1,0,-56088.54408
1483640100,3.5,160006732.3,0,-52973.0351
1483641000,3.25,159010021.8,0,-50959.96558
1483641900,3,158054453,0,-50023.45893
1483642800,2.75,157127933.5,0,-45997.69418
1483643700,2.5,156236998.5,0,-42240.83191
1483644600,2.25,155382760.5,0,-38383.93351
1483645500,2,154558684.3,0,-34817.66236
1483646400,2.5,155177007.4,0,-32241.10976
1483647300,3,155864146.5,0,-30898.42308
1483648200,3.5,156593323.5,0,-29664.95312
1483649100,4,157354827.3,0,-28734.95894
1483650000,2.75,153761833.5,0,-23606.24107
1483650900,1.5,150705965.3,0,-15084.48413
1483651800,0.25,148084188.3,0,-6868.425465
1483652700,-1,146080499.5,0,7297.885134
1483653600,-0.5,120413487.7,0,0
1483654500,0,122113298.3,0,0
1483655400,0.5,124133471.7,0,0
1483656300,1,126351672.1,0,0
1483657200,1,125042736.5,0,0
1483658100,1,123756800.9,0,0
1483659000,1,122476645.8,0,0
1483659900,1,121195986.6,0,0
1483660800,1.25,122225043.6,0,0
1483661700,1.5,123469869.8,0,0
1483662600,1.75,124767023.8,0,0
1483663500,2,126122918.9,0,0
1483664400,2.25,126810970,0,0
1483665300,2.5,127527071.6,0,0
1483666200,2.75,128271416.6,0,0
1483667100,3,129046335.4,0,0
1483668000,3.75,130790339.1,0,0
1483668900,4.5,132683055.3,0,0
1483669800,5.25,134739734.7,0,0
1483670700,6,136981286.9,0,0
1483671600,5.5,135741794.2,0,0
1483672500,5,134550317.2,0,0
1483673400,4.5,133411584,0,0
1483674300,4,132321984.2,0,0
1483675200,2.75,126602214.6,0,0
1483676100,1.5,121923248.6,0,0
1483677000,0.25,118078319.2,0,0
1483677900,-1,115194381.5,0,0
1483678800,0.25,143668881.9,0,263752.6169
1483679700,1.5,147413384.6,0,87757.6307
1483680600,2.75,126401779.6,0,0
1483681500,4,148299304.1,0,203255.7399
1483682400,3.75,159350040.1,0,149026.9205
1483683300,3.5,157444525.1,0,120569.8958
1483684200,3.25,156564277.2,0,140892.6618
1483685100,3,155704980.2,0,125244.5201
1483686000,2.5,154235261.6,0,113814.8505
1483686900,2,152785906.7,49,102894.6972
1483687800,1.5,151412511.6,87.25,85741.34124
1483688700,1,150129752.7,125.5,70591.91463
1483689600,2.25,155560936.3,163.75,-7752.930425
1483690500,3.5,158420276.8,202,-31302.32668
1483691400,4.75,161503207,324.25,-43768.09535
1483692300,6,165319435.5,446.5,-75850.08453
1483693200,6.75,168924554.4,568.75,-112058.4776
1483694100,7.5,175224347.3,691,-163496.683
1483695000,8.25,179325228.5,764.25,-222165.5046
1483695900,9,183837877.7,837.5,-271079.8755
1483696800,9.25,185520461.3,910.75,-307628.426
1483697700,9.5,187642139.1,984,-344140.2692
1483698600,9.75,187629067.3,987,-362519.1468
1483699500,10,187949872.1,990,-370051.6741
1483700400,10.25,189255489.1,993,-379717.7204
1483701300,10.5,188314151.9,996,-386417.888
1483702200,10.75,188659783.2,983.5,-395420.6013
1483703100,11,188651920.1,971,-403455.2637
1483704000,11.25,181842222.9,958.5,-407188.0097
1483704900,11.5,182330604.7,946,-410864.6651
1483705800,11.75,182634744.4,918.5,-415932.8981
1483706700,12,182981978.2,891,-419278.937
1483707600,12,191152702.9,863.5,-423079.8194
1483708500,12,192461263.1,836,-426354.8813
1483709400,12,194007862.3,774,-433552.5143
1483710300,12,195419051,712,-431370.7116
1483711200,12,196052688.7,650,-432807.5759
1483712100,12,197252985.2,588,-433079.772
1483713000,12,199295893.1,625.25,-438771.665
1483713900,12,201493808.4,662.5,-447290.0461
1483714800,11.75,205868131.6,699.75,-455351.1274
1483715700,11.5,208776270.4,737,-460922.2953
1483716600,11.25,209815422.6,633.75,-451090.6641
1483717500,11,210227013.7,530.5,-433817.1071
1483718400,9.25,201961263.4,427.25,-390191.7382
1483719300,7.5,187913248.8,324,-338065.0471
1483720200,5.75,175357822.3,243,-295792.3922
1483721100,4,161307082.4,0,-215164.0789
1483722000,3.25,140037098.8,0,-145437.706
1483722900,2.5,136975354.8,0,-127113.8397
1483723800,1.75,134404507.3,0,-113642.9602
1483724700,1,132243087,0,-102352.1871
1483725600,0.5,131649402.5,0,-81864.59127
1483726500,0,131621903,0,-72916.88441
1483727400,-0.5,131807697,0,-69026.14045
1483728300,-1,131951274.4,0,-63566.24313
1483729200,-1.5,131951379.3,0,-60958.4419
1483730100,-2,131933845.1,0,-58023.27806
1483731000,-2.5,131912387.4,0,-56657.22061
1483731900,-3,131884441.4,0,-56461.64062
1483732800,-3,131785553.2,0,-50834.79748
1483733700,-3,131732887.3,0,-46265.44768
1483734600,-3,131693302.4,0,-42008.68368
1483735500,-3,131653253.8,0,-38121.90666
1483736400,-3,131612889.9,0,-35311.71417
1483737300,-3,131569129.5,0,-32409.3651
1483738200,-3,131537683,0,-27683.47838
1483739100,-3,131506570.1,0,-24695.89598
1483740000,-3.25,103819858.6,0,0
1483740900,-3.5,103361288.4,0,0
1483741800,-3.75,102953247.8,0,0
1483742700,-4,102580500.4,0,0
1483743600,-4,103952940.8,0,0
1483744500,-4,105337289.9,0,0
1483745400,-4,106721231.8,0,0
1483746300,-4,108103328.6,0,0
1483747200,-4,107810055.8,0,0
1483748100,-4,107785998,0,0
1483749000,-4,107756845.5,0,0
1483749900,-4,107560132.9,0,0
1483750800,-4.25,107890085.5,0,0
1483751700,-4.5,107987022.3,0,0
1483752600,-4.75,108102298.8,0,0
1483753500,-5,108192708.7,0,0
1483754400,-4.75,108003186.7,0,0
1483755300,-4.5,107803648.2,0,0
1483756200,-4.25,107588319.6,0,0
1483757100,-4,107357801.6,0,0
1483758000,-3.25,108439088.8,0,0
1483758900,-2.5,109690693.8,0,0
1483759800,-1.75,111143021,0,0
1483760700,-1,112828753.9,0,0
1483761600,-1,112780658.1,0,0
1483762500,-1,112734388.7,0,0
1483763400,-1,114308893,0,33436.50369
1483764300,-1,114256339.8,0,14098.11939
1483765200,-0.5,138273558.3,0,10299.15602
1483766100,0,141867745.4,0,305283.0724
1483767000,0.5,119894455.4,0,115396.5633
1483767900,1,135291126,0,10779.58993
1483768800,1.5,150326786.9,0,285151.8845
1483769700,2,150498072.4,0,96853.7422
1483770600,2.5,151851662.1,0,166447.4386
1483771500,3,153329197.2,0,142606.8501
1483772400,2.5,152589498.6,0,136802.1967
1483773300,2,151895846.5,207,108129.5153
1483774200,1.5,151218160.8,365.5,76938.51883
1483775100,1,150558121.1,524,42140.41095
1483776000,1.25,150526952.8,682.5,8481.552335
1483776900,1.5,150230149.1,841,-28030.61538
1483777800,1.75,150414833.1,866.25,-57241.68743
1483778700,2,151286172.3,891.5,-84334.53499
1483779600,3.25,155608620.8,916.75,-131248.4857
1483780500,4.5,161015835.6,942,-179226.1655
1483781400,5.75,166818899.5,951,-222060.2331
1483782300,7,173298573.6,960,-263556.6998
1483783200,7.75,175980955.6,969,-290642.4903
1483784100,8.5,180612990.6,978,-319566.9259
1483785000,9.25,179971209.9,984,-337063.3775
1483785900,10,179609909.5,990,-347632.7284
1483786800,10.5,180252567.8,996,-356314.1002
1483787700,11,178999236.3,1002,-366211.8292
1483788600,11.5,178758934.3,1000,-376591.7389
1483789500,12,178564279.1,998,-385360.0811
1483790400,12.25,176745022.3,996,-384901.6054
1483791300,12.5,176711067.5,994,-390261.417
1483792200,12.75,176740111.1,990,-397897.4325
1483793100,13,176809176,986,-404706.0403
1483794000,13,178021614.7,982,-408971.4543
